epoch,train_loss,val_loss
0,1.637930540880339,1.0210140464098558
1,0.9804157368766452,0.9753269326427708
2,0.9468630952549598,0.9477832181298215
3,0.9318640287061339,0.9260756023552107
4,0.9209910494224153,0.9180267032073892
5,0.9096471600740859,0.9149418214093084
6,0.9047478790422088,0.9105058804802273
7,0.8969893441038225,0.8912723731735478
8,0.8869656435301388,0.8786716500054235
9,0.8799762248414235,0.881441755787186
10,0.8755474400173113,0.8644079339245091
11,0.8692144191187948,0.8695781762185304
12,0.8629238928598879,0.8593749416911084
13,0.8602108907159478,0.8599139613949734
14,0.8552586941657329,0.857778448773467
15,0.8516448901116269,0.8479200944952343
16,0.850006291106295,0.8435554018487101
17,0.8469223373337471,0.8442491519710292
18,0.8454584532378175,0.8429749452549479
19,0.8380875151520022,0.8389317872731582
20,0.8374999415334374,0.8278143470701964
21,0.8339782872246307,0.8262211771115012
22,0.831465503930274,0.8253124796825907
23,0.8307196749645529,0.8266742119322652
24,0.8288985539022773,0.8221221805914588
25,0.826516405567768,0.8145337156627489
26,0.825266841738741,0.8188040411990621
27,0.8245714156373033,0.8135900018007859
28,0.8224632089963623,0.81428965990958
29,0.8208832443724944,0.8218975961208344
30,0.819413182901333,0.8110122518694919
31,0.8148633933183059,0.810370903948079
32,0.8178084886189804,0.8169939025588657
33,0.818063992898441,0.8033181454824365
34,0.8142505066294501,0.806644209701082
35,0.8108319114519941,0.8052840155103932
36,0.8111961552433211,0.8044438362121582
37,0.8102521116100855,0.8056070221507031
38,0.8088719991418536,0.7995986672847167
39,0.8049435160306665,0.7986340853183166
40,0.8081724677463952,0.8050308182187702
41,0.8082263694419058,0.8070241148057191
